sample_index,hardware_time,dt_hw,read_time,dt_read,batch_time,dt_batch,Fx,Fy,Fz,Tx,Ty,Tz
642,1.284000000,0.002000000,1.285645364,0.002128017,1.285643462,0.002128116,-0.007479226,0.000261256,-0.003244983,-0.000052661,-0.000099168,-0.000078952
643,1.286000000,0.002000000,1.287773169,0.002127805,1.287771242,0.002127780,0.000311775,-0.006521021,0.003348787,-0.000050474,0.000122673,0.000005870
644,1.288000000,0.002000000,1.289909765,0.002136596,1.289907758,0.002136516,-0.007506535,0.004953152,0.000360446,0.000047542,-0.000158514,0.000145169
645,1.290000000,0.002000000,1.292021820,0.002112055,1.292019933,0.002112175,-0.001612344,-0.002941213,-0.009993582,0.000093607,0.000089070,0.000091874
646,1.292000000,0.002000000,1.293115391,0.001093571,1.293113496,0.001093563,-0.005661717,-0.002982046,0.003613302,0.000142653,0.000119588,0.000091182
647,1.294000000,0.002000000,1.295252187,0.002136796,1.295249874,0.002136378,0.000469187,-0.006837309,0.006576596,-0.000000519,-0.000180316,0.000002080
648,1.296000000,0.002000000,1.297367207,0.002115020,1.297366205,0.002116331,0.000392586,-0.009111981,0.010000326,-0.000143028,-0.000150053,0.000057047
649,1.298000000,0.002000000,1.299496861,0.002129654,1.299494430,0.002128225,0.004386426,-0.004160793,-0.006866080,0.000237020,0.000115272,0.000036406
650,1.300000000,0.002000000,1.301639014,0.002142153,1.301636794,0.002142364,-0.005533112,0.001471765,-0.003094708,-0.000192201,-0.000183037,0.000143507
651,1.302000000,0.002000000,1.303779408,0.002140394,1.303777251,0.002140457,0.006335381,-0.003105627,-0.003396895,-0.000431430,-0.000098595,0.000170768
652,1.304000000,0.002000000,1.305931242,0.002151834,1.305928878,0.002151627,-0.003747003,0.000626812,0.003640279,-0.000052490,0.000286320,0.000009136
653,1.306000000,0.002000000,1.308053816,0.002122574,1.308051881,0.002123003,0.000253616,-0.001905130,0.016858959,-0.000052733,0.000234967,-0.000105017
654,1.308000000,0.002000000,1.309148549,0.001094733,1.309146569,0.001094688,0.016321635,0.002762023,-0.000261309,0.000094290,0.000085000,0.000120249
655,1.310000000,0.002000000,1.311278109,0.002129560,1.311275951,0.002129382,0.002389456,-0.019486844,-0.003740350,-0.000240529,-0.000092370,-0.000027355
656,1.312000000,0.002000000,1.313414196,0.002136087,1.313411943,0.002135992,0.014389161,-0.003422058,0.016328483,-0.000050119,-0.000098436,-0.000081126
657,1.314000000,0.002000000,1.315557326,0.002143130,1.315554933,0.002142990,0.014292125,-0.005429552,0.006314862,0.000093180,0.000146112,-0.000021097
658,1.316000000,0.002000000,1.317708743,0.002151417,1.317706739,0.002151806,0.002431248,0.003842033,-0.003348531,-0.000099989,-0.000020054,0.000006551
659,1.318000000,0.002000000,1.319854934,0.002146191,1.319852819,0.002146080,0.012432672,0.012203019,-0.023689837,-0.000104394,0.000136465,-0.000016013
660,1.320000000,0.002000000,1.321967131,0.002112197,1.321966199,0.002113380,0.006270777,-0.012088823,-0.013623796,0.000143199,0.000226746,0.000148364
661,1.322000000,0.002000000,1.324101457,0.002134326,1.324099081,0.002132882,0.000391676,0.007363862,0.000274868,-0.000192816,-0.000075747,0.000173682
662,1.324000000,0.002000000,1.325200626,0.001099169,1.325198588,0.001099507,0.012220515,-0.010944669,-0.010389676,-0.000001406,0.000255292,0.000120112
663,1.326000000,0.002000000,1.327339214,0.002138588,1.327337101,0.002138513,0.012359606,-0.004493679,0.016406083,0.000094230,-0.000016923,-0.000051783
664,1.328000000,0.002000000,1.329477513,0.002138299,1.329475496,0.002138395,0.012487067,-0.016186890,-0.000754575,0.000142256,-0.000153941,-0.000109903
665,1.330000000,0.002000000,1.331609263,0.002131750,1.331607173,0.002131677,0.006340592,0.008520215,0.010171854,0.000093119,0.000087542,0.000064375
666,1.332000000,0.002000000,1.333737369,0.002128106,1.333735259,0.002128086,0.004400599,0.002591962,0.006752859,-0.000048279,-0.000102306,0.000116576
667,1.334000000,0.002000000,1.335878972,0.002141603,1.335876892,0.002141633,0.014329814,-0.007767107,-0.000394026,0.000048324,0.000007092,0.000117075
668,1.336000000,0.002000000,1.338007033,0.002128061,1.338005081,0.002128189,0.014431741,-0.010226865,-0.007208632,-0.000045723,-0.000213231,0.000170106
669,1.338000000,0.002000000,1.340128121,0.002121088,1.340126114,0.002121033,0.006353220,-0.007902163,0.009962698,-0.000044422,-0.000154176,0.000197620
670,1.340000000,0.002000000,1.341225799,0.001097678,1.341223831,0.001097717,0.004290579,0.002858782,0.000071516,-0.000148020,0.000173812,0.000036191
671,1.342000000,0.002000000,1.343355053,0.002129254,1.343352952,0.002129121,0.014252452,-0.003134530,0.013238302,0.000001683,0.000035727,0.000172850
672,1.344000000,0.002000000,1.345484502,0.002129449,1.345482479,0.002129527,0.012305448,-0.002003748,0.003230273,-0.000381711,-0.000127560,0.000226280
673,1.346000000,0.002000000,1.347612599,0.002128097,1.347610536,0.002128057,0.010375697,-0.003009472,-0.013642532,-0.000096517,-0.000022810,0.000174100
674,1.348000000,0.002000000,1.349741338,0.002128739,1.349739283,0.002128747,0.008416045,0.000130431,0.013337578,0.000050443,-0.000212836,0.000170609
675,1.350000000,0.002000000,1.351881828,0.002140490,1.351879628,0.002140345,0.010348319,0.003879259,0.000005203,-0.000094514,-0.000078507,0.000257478
676,1.352000000,0.002000000,1.354005552,0.002123724,1.354003565,0.002123937,0.008071032,-0.013261747,0.013380728,0.000097561,0.000370238,0.000175264
677,1.354000000,0.002000000,1.356144453,0.002138901,1.356141246,0.002137681,0.010239828,-0.017000952,0.003035052,-0.000093127,0.000040697,0.000170699
678,1.356000000,0.002000000,1.357257957,0.001113504,1.357254915,0.001113669,0.010432089,0.010873838,-0.009976661,-0.000046429,-0.000167065,0.000342788
679,1.358000000,0.002000000,1.359403445,0.002145488,1.359401143,0.002146228,0.008306208,-0.011116372,-0.006929807,0.000001642,0.000035585,0.000201021
680,1.360000000,0.002000000,1.361547912,0.002144467,1.361545977,0.002144834,0.008260425,-0.010971755,-0.013716869,-0.000147291,0.000230401,0.000035495
681,1.362000000,0.002000000,1.363682506,0.002134594,1.363680409,0.002134432,0.004417785,0.002718420,-0.003351073,0.000094473,-0.000023394,0.000119067
682,1.364000000,0.002000000,1.365856462,0.002173956,1.365854104,0.002173695,0.014249134,-0.000477932,-0.013542138,-0.000095594,0.000139797,0.000288504
683,1.366000000,0.002000000,1.367979514,0.002123052,1.367977389,0.002123285,0.006414032,-0.003383511,0.016748663,0.000149232,-0.000267529,0.000253304
684,1.368000000,0.002000000,1.370099988,0.002120474,1.370097775,0.002120386,-0.003694414,-0.001679561,-0.009854596,-0.000243790,0.000176007,0.000063703
685,1.370000000,0.002000000,1.371195010,0.001095022,1.371192820,0.001095045,0.008282814,-0.020434733,-0.003733755,0.000146812,0.000065701,0.000171950
686,1.372000000,0.002000000,1.373337218,0.002142208,1.373335109,0.002142289,0.016402307,0.002805379,-0.017241584,-0.000054656,0.000112464,-0.000046404
687,1.374000000,0.002000000,1.375465378,0.002128160,1.375463223,0.002128114,0.000452874,0.004961751,0.000107655,-0.000002463,-0.000076158,0.000062133
688,1.376000000,0.002000000,1.377597869,0.002132491,1.377595739,0.002132516,0.002451167,0.004038051,-0.020177855,-0.000006015,0.000085633,0.000009770
689,1.378000000,0.002000000,1.379726910,0.002129041,1.379724922,0.002129183,0.006235986,-0.005235297,0.003340919,0.000095720,0.000200638,0.000147649
690,1.380000000,0.002000000,1.381887781,0.002160871,1.381885301,0.002160379,-0.003624232,-0.004097768,-0.013231031,-0.000191988,-0.000018592,0.000201306
691,1.382000000,0.002000000,1.384013409,0.002125628,1.384011272,0.002125971,0.006306956,-0.007480027,-0.016894710,-0.000048296,0.000115953,0.000203341
692,1.384000000,0.002000000,1.386138186,0.002124777,1.386136108,0.002124836,0.010464384,0.008357934,-0.003386792,-0.000239137,-0.000271750,0.000227713
693,1.386000000,0.002000000,1.387236139,0.001097953,1.387234212,0.001098104,-0.007574664,0.005283186,-0.019801440,-0.000197344,0.000089067,0.000065034
694,1.388000000,0.002000000,1.389364736,0.002128597,1.389362587,0.002128375,0.002344308,-0.010064541,-0.000213052,-0.000099696,0.000096640,-0.000078930
695,1.390000000,0.002000000,1.391501400,0.002136664,1.391499413,0.002136826,0.006306241,-0.007692731,-0.000187542,-0.000097887,0.000093924,0.000033460
696,1.392000000,0.002000000,1.393630827,0.002129427,1.393628920,0.002129507,0.004347201,-0.001891485,-0.003350086,-0.000192451,-0.000018541,0.000144986
697,1.394000000,0.002000000,1.395759582,0.002128755,1.395757570,0.002128650,0.004398137,0.004918427,0.010068809,0.000044457,0.000007911,-0.000021437
698,1.396000000,0.002000000,1.397924247,0.002164665,1.397921856,0.002164286,0.006444125,0.003997999,-0.016773629,0.000143961,-0.000056369,0.000260242
699,1.398000000,0.002000000,1.400060698,0.002136451,1.400058290,0.002136434,0.002429019,0.008418073,0.006906331,0.000047389,-0.000105390,0.000146011
700,1.400000000,0.002000000,1.401157030,0.001096332,1.401155021,0.001096731,-0.003573181,-0.006604644,-0.003355873,-0.000002340,-0.000016189,0.000004936
701,1.402000000,0.002000000,1.403282751,0.002125721,1.403280606,0.002125585,0.008559452,-0.002093948,-0.013898481,0.000138539,-0.000105723,-0.000105500
702,1.404000000,0.002000000,1.405431239,0.002148488,1.405429297,0.002148691,0.002501702,0.003819851,-0.010134409,-0.000004231,-0.000077661,0.000006869
703,1.406000000,0.002000000,1.407563364,0.002132125,1.407561385,0.002132088,-0.007718106,0.007693242,-0.002761710,-0.000050717,0.000226613,0.000178177
704,1.408000000,0.002000000,1.409703879,0.002140515,1.409701845,0.002140460,-0.003563149,0.002816910,-0.009854508,0.000045624,0.000005046,0.000119704
705,1.410000000,0.002000000,1.411847819,0.002143940,1.411845877,0.002144032,0.000470174,-0.004228580,-0.013540014,0.000093029,-0.000021296,0.000034677
706,1.412000000,0.002000000,1.413978238,0.002130419,1.413976196,0.002130319,-0.001582137,-0.003117139,-0.003343184,-0.000098931,-0.000016713,0.000005209
707,1.414000000,0.002000000,1.416109765,0.002131527,1.416107267,0.002131071,0.002892711,0.011339546,-0.114451170,-0.000442654,-0.000290416,0.000181055
708,1.416000000,0.002000000,1.417210445,0.001100680,1.417208422,0.001101155,-0.030807715,-0.003237706,-0.194580156,-0.000925069,-0.000454764,0.000292862
709,1.418000000,0.002000000,1.419350776,0.002140331,1.419348604,0.002140182,-0.032534160,-0.004464855,-0.238501397,-0.001552355,-0.000812939,0.000233556
710,1.420000000,0.002000000,1.421503163,0.002152387,1.421501034,0.002152430,-0.032359617,-0.039168779,-0.306491786,-0.002367786,-0.001107257,0.000225903
711,1.422000000,0.002000000,1.423633760,0.002130597,1.423631726,0.002130692,-0.044039449,-0.095363422,-0.364677426,-0.003949796,-0.001873958,-0.000047696
712,1.424000000,0.002000000,1.425764626,0.002130866,1.425762566,0.002130840,-0.029898965,-0.138310333,-0.429714910,-0.004614954,-0.002308910,0.000137766
713,1.426000000,0.002000000,1.427913974,0.002149348,1.427911811,0.002149245,-0.053600333,-0.135490763,-0.513127189,-0.005578432,-0.002587553,0.000333824
714,1.428000000,0.002000000,1.430027256,0.002113282,1.430025068,0.002113257,-0.057421217,-0.140076870,-0.550200249,-0.005963569,-0.002808588,0.000359865
715,1.430000000,0.002000000,1.431121262,0.001094006,1.431119080,0.001094012,-0.051068392,-0.145427174,-0.648238623,-0.006209641,-0.002962779,0.000420704
716,1.432000000,0.002000000,1.433253681,0.002132419,1.433251421,0.002132341,0.017817683,-0.225038548,-0.843640264,-0.008209710,-0.004952056,0.000950642
717,1.434000000,0.002000000,1.435388388,0.002134707,1.435386383,0.002134962,0.190492129,0.067701359,-0.631214089,-0.003051659,-0.008299877,-0.000091404
718,1.436000000,0.002000000,1.437523084,0.002134696,1.437520999,0.002134616,0.248812222,-0.050275072,-0.992090158,-0.008362468,-0.008380077,-0.000916305
719,1.438000000,0.002000000,1.439680625,0.002157541,1.439678546,0.002157547,0.183871623,-0.197223783,-1.045320969,-0.009053758,-0.007523977,-0.000121855
720,1.440000000,0.002000000,1.441811080,0.002130455,1.441809105,0.002130559,0.214684920,-0.198589050,-1.167771615,-0.009149496,-0.008547552,0.000156203
721,1.442000000,0.002000000,1.443952311,0.002141231,1.443950387,0.002141282,0.245614965,-0.192919655,-1.310627473,-0.009449152,-0.009406149,0.000018877
722,1.444000000,0.002000000,1.446078694,0.002126383,1.446076295,0.002125908,0.249793771,-0.197595225,-1.337911808,-0.009403084,-0.009548537,-0.000037015
723,1.446000000,0.002000000,1.447176517,0.001097823,1.447174517,0.001098222,0.272270401,-0.214807711,-1.450267533,-0.009698058,-0.009895575,-0.000119416
724,1.448000000,0.002000000,1.449311784,0.002135267,1.449309534,0.002135017,0.302692222,-0.231644401,-1.582993558,-0.009612281,-0.009922278,-0.000194333
725,1.450000000,0.002000000,1.451462059,0.002150275,1.451459972,0.002150438,0.327193253,-0.254805924,-1.688777253,-0.009711943,-0.010379322,-0.000222973
726,1.452000000,0.002000000,1.453590887,0.002128828,1.453588938,0.002128966,0.353387617,-0.271922329,-1.767239356,-0.009759953,-0.010532779,-0.000053136
727,1.454000000,0.002000000,1.455718986,0.002128099,1.455716959,0.002128021,0.378038028,-0.292523509,-1.910180422,-0.009770475,-0.010887720,-0.000216243
728,1.456000000,0.002000000,1.457866828,0.002147842,1.457864803,0.002147844,0.396606568,-0.309807679,-2.025756436,-0.009917452,-0.011430770,-0.000132277
729,1.458000000,0.002000000,1.459991856,0.002125028,1.459989880,0.002125077,0.438951695,-0.338502428,-2.148708238,-0.010205980,-0.011782436,0.000064053
730,1.460000000,0.002000000,1.462123947,0.002132091,1.462121592,0.002131712,0.475530145,-0.356900699,-2.278486397,-0.010264808,-0.012109355,-0.000155489
731,1.462000000,0.002000000,1.463231454,0.001107507,1.463229307,0.001107715,0.504306237,-0.362020622,-2.370655227,-0.010116722,-0.013210704,0.000119227
732,1.464000000,0.002000000,1.465366650,0.002135196,1.465364297,0.002134990,0.512883229,-0.359649875,-2.465453125,-0.010362221,-0.013753053,0.000148628
733,1.466000000,0.002000000,1.467495052,0.002128402,1.467493055,0.002128758,0.551237360,-0.374459613,-2.571346724,-0.010415262,-0.013969052,0.000180835
734,1.468000000,0.002000000,1.469623336,0.002128284,1.469621329,0.002128274,0.607737346,-0.385921339,-2.688033970,-0.009992481,-0.014196245,0.000048902
735,1.470000000,0.002000000,1.471751297,0.002127961,1.471749363,0.002128034,0.644348566,-0.411428247,-2.810932474,-0.009701860,-0.014886230,0.000328108
736,1.472000000,0.002000000,1.473895092,0.002143795,1.473893017,0.002143654,0.683126093,-0.335847722,-2.895583319,-0.008667855,-0.015058964,0.000129190
737,1.474000000,0.002000000,1.476019641,0.002124549,1.476017643,0.002124626,0.698060154,-0.291525564,-2.929664905,-0.008193219,-0.016192050,0.000045362
738,1.476000000,0.002000000,1.477115379,0.001095738,1.477113291,0.001095648,0.692548187,-0.302274092,-2.973747683,-0.007902488,-0.016806238,0.000124934
739,1.478000000,0.002000000,1.479243500,0.002128121,1.479241546,0.002128255,0.678976601,-0.312394442,-3.067957247,-0.008434183,-0.017171168,0.000208485
740,1.480000000,0.002000000,1.481375926,0.002132426,1.481373767,0.002132221,0.693416479,-0.339183630,-3.153278686,-0.008771303,-0.017700613,0.000175308
741,1.482000000,0.002000000,1.483504371,0.002128445,1.483502239,0.002128472,0.703202970,-0.397181486,-3.275404353,-0.009830446,-0.017197907,0.000260630
742,1.484000000,0.002000000,1.485632169,0.002127798,1.485630170,0.002127931,0.643905449,-0.408596198,-3.371750503,-0.010356568,-0.017996214,0.000534219
743,1.486000000,0.002000000,1.487759444,0.002127275,1.487757582,0.002127412,0.622648355,-0.400918305,-3.422039000,-0.010166514,-0.018833351,0.000502664
744,1.488000000,0.002000000,1.489900136,0.002140692,1.489898182,0.002140600,0.590812812,-0.376039838,-3.548559086,-0.010377557,-0.018087208,0.000554440
745,1.490000000,0.002000000,1.492021492,0.002121356,1.492019590,0.002121408,0.261175508,0.179721017,-4.068020275,0.007135673,-0.005497500,0.000679001
746,1.492000000,0.002000000,1.493114216,0.001092724,1.493112337,0.001092747,0.070770175,-0.105661479,-3.350578013,-0.000719389,-0.005564187,0.001026905
747,1.494000000,0.002000000,1.495241774,0.002127558,1.495239817,0.002127480,0.341533327,0.129708465,-3.421386005,0.002444583,-0.008251695,-0.000336045
748,1.496000000,0.002000000,1.497370621,0.002128847,1.497368582,0.002128765,0.339161476,0.208854774,-3.422864226,0.003006205,-0.007076581,-0.000080299
749,1.498000000,0.002000000,1.499500530,0.002129909,1.499498447,0.002129865,0.138668399,0.114932686,-3.570099824,0.002783913,-0.004374941,-0.000895327
750,1.500000000,0.002000000,1.501631290,0.002130760,1.501629157,0.002130710,0.074892806,0.166680500,-3.752010264,0.004207187,-0.003062956,-0.000092543
751,1.502000000,0.002000000,1.503759479,0.002128189,1.503757535,0.002128378,0.045227148,0.210025714,-3.764143801,0.005685786,-0.002789316,-0.000101813
752,1.504000000,0.002000000,1.505898991,0.002139512,1.505897014,0.002139479,0.045558562,0.215595197,-3.871751577,0.006400783,-0.002631232,0.000221605
753,1.506000000,0.002000000,1.508020590,0.002121599,1.508018455,0.002121441,0.031954656,0.280117635,-3.921061900,0.007390442,-0.002259150,0.000135076
754,1.508000000,0.002000000,1.509114071,0.001093481,1.509112182,0.001093727,0.038233777,0.275183148,-4.035855679,0.007477170,-0.002062538,0.000203150
755,1.510000000,0.002000000,1.511241362,0.002127291,1.511239458,0.002127276,0.048296096,0.249088896,-4.117328434,0.007282319,-0.001904135,0.000262557
756,1.512000000,0.002000000,1.513370774,0.002129412,1.513368697,0.002129239,0.048642718,0.228750356,-4.222114771,0.007376171,-0.002030502,0.000434751
757,1.514000000,0.002000000,1.515502316,0.002131542,1.515500344,0.002131647,0.060960115,0.215522731,-4.337141023,0.007517330,-0.002082601,0.000694404
758,1.516000000,0.002000000,1.517636339,0.002134023,1.517634264,0.002133920,0.059122702,0.229066313,-4.417555672,0.007318846,-0.001937227,0.000900918
759,1.518000000,0.002000000,1.519765194,0.002128855,1.519763287,0.002129023,0.051503813,0.199302366,-4.518952795,0.007270494,-0.002193693,0.001040742
760,1.520000000,0.002000000,1.521904819,0.002139625,1.521902927,0.002139640,0.041695468,0.194402114,-4.619745304,0.007021911,-0.001959477,0.001106396
761,1.522000000,0.002000000,1.524027471,0.002122652,1.524025205,0.002122278,0.041876259,0.185936607,-4.717475026,0.006968288,-0.001783598,0.001255279
762,1.524000000,0.002000000,1.525122535,0.001095064,1.525120563,0.001095358,0.030076460,0.149173205,-4.788574447,0.007063249,-0.001782804,0.001226851
763,1.526000000,0.002000000,1.527252420,0.002129885,1.527250373,0.002129810,0.020060700,0.158293119,-4.862042911,0.006621570,-0.001325471,0.001294625
764,1.528000000,0.002000000,1.529382679,0.002130259,1.529380698,0.002130325,-0.005684164,0.153646279,-4.969211116,0.007137665,-0.000822130,0.001283298
765,1.530000000,0.002000000,1.531512878,0.002130199,1.531510836,0.002130138,-0.021855497,0.138283339,-5.015967933,0.007036033,-0.000214819,0.001263238
766,1.532000000,0.002000000,1.533641932,0.002129054,1.533639809,0.002128973,-0.050071170,0.142138794,-5.082255111,0.007356624,0.000958757,0.001145204
767,1.534000000,0.002000000,1.535772842,0.002130910,1.535770882,0.002131073,-0.062013647,0.101276452,-5.180349547,0.007298744,0.001483153,0.000900231
768,1.536000000,0.002000000,1.537911357,0.002138515,1.537909365,0.002138483,-0.047863054,0.117076698,-5.261376529,0.007093274,0.001792562,0.000801612
769,1.538000000,0.002000000,1.540037903,0.002126546,1.540035718,0.002126353,-0.027754959,0.098773408,-5.322989193,0.006943769,0.001868611,0.000664216
770,1.540000000,0.002000000,1.541143991,0.001106088,1.541141822,0.001106104,-0.021521995,0.065422215,-5.404667928,0.006893795,0.001781435,0.000635921
771,1.542000000,0.002000000,1.543271381,0.002127390,1.543269302,0.002127480,-0.023433732,0.035086224,-5.526311026,0.006116038,0.002109409,0.000557609
772,1.544000000,0.002000000,1.545409970,0.002138589,1.545407995,0.002138693,-0.025440586,-0.002682550,-5.597466921,0.005588559,0.002197612,0.000639409
773,1.546000000,0.002000000,1.547538657,0.002128687,1.547536414,0.002128419,-0.017211632,-0.051067721,-5.693160383,0.005435050,0.002337994,0.000220101
774,1.548000000,0.002000000,1.549691561,0.002152904,1.549689556,0.002153142,-0.023278242,-0.063015986,-5.763707937,0.004757569,0.002667796,0.000281059
775,1.550000000,0.002000000,1.551836553,0.002144992,1.551833386,0.002143830,-0.013339871,-0.098455394,-5.831804858,0.004324536,0.002862932,0.000308916
776,1.552000000,0.002000000,1.553968415,0.002131862,1.553966205,0.002132819,-0.005296478,-0.125794020,-5.903172038,0.004129680,0.003024721,0.000311241
777,1.554000000,0.002000000,1.556111178,0.002142763,1.556108822,0.002142617,-0.009255051,-0.162211980,-5.997940702,0.003355269,0.003250658,0.000200139
778,1.556000000,0.002000000,1.557208560,0.001097382,1.557206393,0.001097571,-0.013295291,-0.194015623,-6.072459405,0.002771029,0.003643055,-0.000020973
779,1.558000000,0.002000000,1.559340097,0.002131537,1.559337994,0.002131601,-0.025204108,-0.212129122,-6.129593190,0.002530578,0.003670123,0.000091710
780,1.560000000,0.002000000,1.561469708,0.002129611,1.561467639,0.002129645,-0.041254195,-0.239285294,-6.186830506,0.002332022,0.004116721,-0.000071930
781,1.562000000,0.002000000,1.563596747,0.002127039,1.563594758,0.002127119,-0.051283900,-0.255551712,-6.281005383,0.002081122,0.004743534,-0.000144219
782,1.564000000,0.002000000,1.565728310,0.002131563,1.565726342,0.002131584,-0.057224685,-0.256128030,-6.331471199,0.002118298,0.005149886,-0.000358661
783,1.566000000,0.002000000,1.567877000,0.002148690,1.567875038,0.002148696,-0.077171006,-0.257455056,-6.401596825,0.002444775,0.005715563,-0.000372647
784,1.568000000,0.002000000,1.570004886,0.002127886,1.570002871,0.002127833,-0.094949232,-0.248785117,-6.455032334,0.002769398,0.006006473,-0.000557369
785,1.570000000,0.002000000,1.572138395,0.002133509,1.572135967,0.002133096,-0.121052830,-0.249200748,-6.477724538,0.003149082,0.006553796,-0.000519524
786,1.572000000,0.002000000,1.573241593,0.001103198,1.573239428,0.001103461,-0.155208041,-0.230463876,-6.526872974,0.003275075,0.007619692,-0.000750344
787,1.574000000,0.002000000,1.575374182,0.002132589,1.575372029,0.002132601,-0.179326961,-0.217989558,-6.549524923,0.003695199,0.008411503,-0.000930703
788,1.576000000,0.002000000,1.577506603,0.002132421,1.577504531,0.002132502,-0.217140435,-0.192993621,-6.571842251,0.004641796,0.008947858,-0.001165629
789,1.578000000,0.002000000,1.579634316,0.002127713,1.579632311,0.002127780,-0.255123445,-0.146547290,-6.606930225,0.005346943,0.009777586,-0.001140980
790,1.580000000,0.002000000,1.581764963,0.002130647,1.581762976,0.002130665,-0.289146920,-0.116723318,-6.619029006,0.005955664,0.010565725,-0.001402233
791,1.582000000,0.002000000,1.583906120,0.002141157,1.583904080,0.002141104,-0.339069599,-0.088930875,-6.654238414,0.006949135,0.011402508,-0.001519875
792,1.584000000,0.002000000,1.586018816,0.002112696,1.586016756,0.002112676,-0.358969021,-0.051095189,-6.680122532,0.007509578,0.011989276,-0.001724868
793,1.586000000,0.002000000,1.587112049,0.001093233,1.587109991,0.001093235,-0.391097750,-0.012962160,-6.678472397,0.008745887,0.012960102,-0.001757004
794,1.588000000,0.002000000,1.589246138,0.002134089,1.589243838,0.002133847,-0.426838165,0.034146912,-6.710562080,0.009353433,0.013406898,-0.001933357
795,1.590000000,0.002000000,1.591385626,0.002139488,1.591383571,0.002139733,-0.452812298,0.056912629,-6.726274483,0.010305081,0.013995957,-0.001944675
796,1.592000000,0.002000000,1.593515947,0.002130321,1.593514028,0.002130457,-0.472795425,0.085158648,-6.718392897,0.011119240,0.014283206,-0.001765355
797,1.594000000,0.002000000,1.595644332,0.002128385,1.595642395,0.002128367,-0.498458354,0.109895645,-6.751326728,0.011920678,0.014569557,-0.002086813
798,1.596000000,0.002000000,1.597773059,0.002128727,1.597771098,0.002128703,-0.520251130,0.139635104,-6.800744278,0.012391039,0.014877926,-0.002015247
799,1.598000000,0.002000000,1.599920001,0.002146942,1.599917876,0.002146778,-0.530108321,0.148029080,-6.817429011,0.013197444,0.015224766,-0.002284401
800,1.600000000,0.002000000,1.602043467,0.002123466,1.602041285,0.002123409,-0.545889368,0.197567210,-6.866612463,0.013666897,0.015523730,-0.002097179
801,1.602000000,0.002000000,1.603138897,0.001095430,1.603136890,0.001095605,-0.555876256,0.199255808,-6.893079804,0.014339464,0.015785398,-0.001864741
802,1.604000000,0.002000000,1.605266335,0.002127438,1.605264427,0.002127537,-0.573577051,0.233162849,-6.919403781,0.014609247,0.016048155,-0.002327387
803,1.606000000,0.002000000,1.607395004,0.002128669,1.607392927,0.002128500,-0.571346931,0.258043821,-6.969668745,0.015224020,0.016269343,-0.002312781
804,1.608000000,0.002000000,1.609524785,0.002129781,1.609522798,0.002129871,-0.575195065,0.262754796,-6.982917996,0.015803297,0.016146606,-0.002085908
805,1.610000000,0.002000000,1.611652728,0.002127943,1.611650714,0.002127916,-0.578901922,0.276858930,-7.019951066,0.016272691,0.016241818,-0.002328578
806,1.612000000,0.002000000,1.613780401,0.002127673,1.613779524,0.002128810,-0.586806896,0.295946353,-7.052903410,0.016704128,0.016359758,-0.002011023
807,1.614000000,0.002000000,1.615909194,0.002128793,1.615907067,0.002127543,-0.584601286,0.304268148,-7.086640601,0.017179357,0.016399287,-0.002031847
808,1.616000000,0.002000000,1.618037035,0.002127841,1.618036229,0.002129162,-0.580241570,0.304386660,-7.144174119,0.017561333,0.016161155,-0.001943937
809,1.618000000,0.002000000,1.619113567,0.001076532,1.619111668,0.001075439,-0.572075430,0.316366913,-7.191384425,0.017844053,0.016252093,-0.001879054
810,1.620000000,0.002000000,1.621245755,0.002132188,1.621243705,0.002132037,-0.571788427,0.321287684,-7.245416198,0.018220348,0.016291168,-0.001983109
811,1.622000000,0.002000000,1.623376928,0.002131173,1.623374806,0.002131101,-0.563433516,0.339830861,-7.285883687,0.018410476,0.015940449,-0.001839355
812,1.624000000,0.002000000,1.625507147,0.002130219,1.625505233,0.002130427,-0.547109903,0.330601855,-7.350640726,0.018504993,0.015650409,-0.001782292
813,1.626000000,0.002000000,1.627637865,0.002130718,1.627635762,0.002130529,-0.535024092,0.316727634,-7.378269020,0.018743296,0.015672991,-0.001864991
814,1.628000000,0.002000000,1.629768955,0.002131090,1.629766998,0.002131236,-0.512741293,0.322549846,-7.436079980,0.018455109,0.015270683,-0.001668686
815,1.630000000,0.002000000,1.631917548,0.002148593,1.631915170,0.002148172,-0.482413675,0.333060971,-7.500778680,0.018502804,0.014886699,-0.001413149
816,1.632000000,0.002000000,1.634038310,0.002120762,1.634035815,0.002120645,-0.481978513,0.307135970,-7.542143441,0.018739712,0.014474490,-0.001726160
817,1.634000000,0.002000000,1.635129556,0.001091246,1.635127612,0.001091797,-0.463725665,0.299442012,-7.633575814,0.018501179,0.014206895,-0.001359792
818,1.636000000,0.002000000,1.637254969,0.002125413,1.637252954,0.002125342,-0.435516033,0.287720613,-7.678474294,0.018501368,0.013920659,-0.001333176
819,1.638000000,0.002000000,1.639384025,0.002129056,1.639381900,0.002128946,-0.429179369,0.258210573,-7.716510588,0.017975064,0.013296308,-0.001485065
820,1.640000000,0.002000000,1.641514757,0.002130732,1.641512735,0.002130835,-0.400836533,0.258214259,-7.781403565,0.018118841,0.012916142,-0.001315033
821,1.642000000,0.002000000,1.643643389,0.002128632,1.643641278,0.002128543,-0.378473070,0.242798421,-7.836395040,0.017736147,0.012304324,-0.001293868
