time,Fx,Fy,Fz,Tx,Ty,Tz
50.10200000,-1.28654413,0.28502963,3.02078002,-0.03849527,0.02520503,-0.00706482
50.10400000,-1.27843452,0.28038931,3.01201634,-0.03837093,0.02513170,-0.00695338
50.10600000,-1.27790317,0.28986716,3.02019324,-0.03830943,0.02520020,-0.00717739
50.10800000,-1.28308914,0.27751743,2.99181846,-0.03866205,0.02496483,-0.00689010
50.11000000,-1.29726411,0.27912603,3.02833738,-0.03867764,0.02526751,-0.00692644
50.11200000,-1.29902123,0.27746834,2.99794329,-0.03853705,0.02501440,-0.00688752
50.11400000,-1.28866989,0.27677667,3.01233559,-0.03835834,0.02513351,-0.00686764
50.11600000,-1.28140517,0.28759652,3.01726101,-0.03796717,0.02517403,-0.00711965
50.11800000,-1.28435886,0.27671969,3.00236768,-0.03822193,0.02505038,-0.00686522
50.12000000,-1.27200489,0.27948661,3.01604217,-0.03813936,0.02516434,-0.00692869
50.12200000,-1.29291399,0.27196538,3.00637621,-0.03835859,0.02508341,-0.00675380
50.12400000,-1.30073135,0.28559349,2.99944301,-0.03857193,0.02502766,-0.00708105
50.12600000,-1.28953572,0.29650418,3.00793061,-0.03823512,0.02509817,-0.00733550
50.12800000,-1.28188491,0.30102713,3.00372597,-0.03858281,0.02506551,-0.00744722
50.13000000,-1.27929116,0.29999663,3.00080709,-0.03824919,0.02503989,-0.00741887
50.13200000,-1.28600638,0.29581831,2.97397124,-0.03853983,0.02481770,-0.00732505
50.13400000,-1.28741942,0.30228138,3.00670052,-0.03832854,0.02508898,-0.00747398
50.13600000,-1.28706228,0.31561974,2.97633131,-0.03851198,0.02483892,-0.00779535
50.13800000,-1.28657742,0.32050665,2.98557200,-0.03835903,0.02491544,-0.00790906
50.14000000,-1.27617064,0.32168980,2.97561745,-0.03823125,0.02483284,-0.00793604
50.14200000,-1.28048192,0.31915084,2.96910656,-0.03832566,0.02477878,-0.00787738
50.14400000,-1.27824965,0.32062374,2.98258803,-0.03822779,0.02489050,-0.00791023
50.14600000,-1.28876116,0.31440585,2.96977179,-0.03831775,0.02478346,-0.00776469
50.14800000,-1.28225694,0.32292542,2.98527861,-0.03826611,0.02491302,-0.00796535
50.15000000,-1.28815776,0.33733294,2.95772706,-0.03858276,0.02468673,-0.00831372
50.15200000,-1.26911921,0.34347381,2.95399000,-0.03826766,0.02465579,-0.00845564
50.15400000,-1.26599590,0.36373596,2.97698178,-0.03814514,0.02484808,-0.00893420
50.15600000,-1.26493285,0.35303320,2.96907240,-0.03840507,0.02478262,-0.00868336
50.15800000,-1.26475428,0.35970238,2.95388779,-0.03849679,0.02465759,-0.00884405
50.16000000,-1.26471443,0.36038656,2.99133091,-0.03844017,0.02496820,-0.00885705
50.16200000,-1.26889390,0.35732989,2.95422040,-0.03849284,0.02465993,-0.00878770
50.16400000,-1.25862839,0.35655499,2.96519095,-0.03836330,0.02475083,-0.00876667
50.16600000,-1.26376362,0.36520886,2.99046324,-0.03804727,0.02495980,-0.00896706
50.16800000,-1.27663258,0.36194256,2.95625826,-0.03842492,0.02467662,-0.00889665
50.17000000,-1.27180860,0.37160381,2.96807581,-0.03822402,0.02477495,-0.00912299
50.17200000,-1.26708884,0.38142220,2.99008015,-0.03806934,0.02495804,-0.00935290
50.17400000,-1.25857304,0.39068422,2.98158609,-0.03807331,0.02488878,-0.00957347
50.17600000,-1.26544103,0.39129096,2.96725579,-0.03854929,0.02477161,-0.00959475
50.17800000,-1.26068474,0.39803266,2.94556425,-0.03835855,0.02459158,-0.00975411
50.18000000,-1.25825320,0.39931145,2.94547639,-0.03816678,0.02459026,-0.00978217
50.18200000,-1.25839473,0.39475746,2.94992269,-0.03812302,0.02462656,-0.00967308
50.18400000,-1.26999714,0.39700695,2.94894987,-0.03790659,0.02461724,-0.00972441
50.18600000,-1.27269588,0.39040677,2.91261917,-0.03816039,0.02431605,-0.00957311
