time,Fx,Fy,Fz,Tx,Ty,Tz
0.604000,-0.004653,0.000254,0.006863,-0.000002,-0.000165,-0.000039
0.606000,-0.004795,-0.004070,-0.003165,-0.000147,0.000084,-0.000008
0.608000,-0.006700,0.001530,0.007017,0.000047,-0.000084,0.000019
0.610000,-0.002759,-0.000741,0.006891,-0.000002,-0.000000,-0.000009
0.612000,-0.004827,-0.006516,0.013557,0.000045,0.000142,-0.000121
0.614000,-0.016818,-0.013307,0.000334,-0.000052,0.000200,-0.000121
0.616000,-0.008810,-0.008742,0.006927,0.000189,0.000167,-0.000064
0.618000,-0.000722,0.007195,0.020323,-0.000004,-0.000055,-0.000121
0.620000,0.003309,-0.001865,-0.010157,-0.000002,-0.000060,0.000020
0.622000,0.007154,-0.003933,-0.013510,-0.000098,0.000161,0.000078
0.624000,-0.008823,-0.006176,-0.013066,-0.000001,0.000163,0.000134
0.626000,-0.012708,-0.001654,-0.016393,-0.000100,0.000054,0.000021
0.628000,0.003323,0.002877,-0.016777,0.000045,-0.000036,0.000078
0.630000,0.003237,-0.011268,0.006581,0.000146,-0.000083,0.000073
0.632000,-0.004844,-0.008601,-0.006604,-0.000100,0.000223,-0.000063
0.634000,-0.002810,-0.005129,-0.006530,0.000143,0.000134,0.000106
0.636000,0.007148,0.002835,0.010149,0.000095,0.000105,0.000077
0.638000,-0.004798,-0.006350,-0.003226,0.000093,0.000165,-0.000035
0.640000,-0.002748,0.010891,0.007179,-0.000145,-0.000087,0.000132
0.642000,-0.008803,0.000411,0.020606,0.000144,0.000029,0.000047
0.644000,-0.002780,0.006486,-0.006364,0.000045,0.000131,0.000079
0.646000,-0.006794,0.001551,0.020543,0.000143,0.000028,0.000019
0.648000,0.005280,0.003848,0.006683,0.000189,-0.000006,-0.000035
0.650000,0.007080,-0.011287,0.026614,-0.000003,0.000172,-0.000178
0.652000,0.001350,-0.000788,-0.010230,-0.000198,-0.000056,-0.000177
0.654000,0.001232,0.008640,0.003705,0.000048,-0.000035,0.000189
0.656000,0.005155,-0.005141,-0.006630,0.000099,0.000048,0.000272
0.658000,0.001263,0.006189,0.006931,-0.000049,-0.000086,0.000075
0.660000,0.003376,0.014320,-0.006491,-0.000050,-0.000203,0.000133
0.662000,-0.010623,0.006272,-0.006262,0.000094,-0.000116,0.000077
0.664000,-0.002751,0.003727,0.023810,0.000097,-0.000110,0.000046
0.666000,0.003198,0.009756,0.010351,-0.000050,0.000023,0.000077
0.668000,0.003318,-0.001973,-0.003492,-0.000051,-0.000085,-0.000065
0.670000,0.005179,-0.003007,0.000036,-0.000287,-0.000055,0.000129
0.672000,0.001219,0.006308,0.003660,-0.000048,-0.000033,0.000160
0.674000,0.005345,0.008623,-0.013371,0.000045,-0.000094,0.000106
